o080010010151	RUT 1:1!15	noun	Moab	摩押	מוֹאָ֔ב	 	4124		Np	H	4124	noun						003765001002000	
o080010010161	RUT 1:1!16	pron	he	他	ה֥וּא	 	1931		Pp3ms	H	1931	pronoun	third	masculine	singular			001778001001000	
o080010010171	RUT 1:1!17	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010010172	RUT 1:1!17	noun	wife	妻子	אִשְׁתּ֖		0802		Ncfsc	H	802	noun		feminine	singular	construct		000738001001000	
o080010010173	RUT 1:1!17	pron	his	他	וֹ	 	2050c		Sp3ms	H		suffix	third	masculine	singular				
o080010010181	RUT 1:1!18	cj	and	和	וּ		2050b		C	H	c	conjunction							
o080010010182	RUT 1:1!18	num	two	两	שְׁנֵ֥י	 	8147		Acmdc	H	8147	adjective		masculine	dual	construct		007528001001000	
o080010010191	RUT 1:1!19	noun	sons	儿子	בָנָֽי		1121		Ncmpc	H	1121 a	noun		masculine	plural	construct		001040001001000	
o080010010192	RUT 1:1!19	pron	his	他	ו	׃	2050c		Sp3ms	H		suffix	third	masculine	singular				
o080010020011	RUT 1:2!1	cj	now		וְ		2050b		C	H	c	conjunction							
o080010020012	RUT 1:2!1	noun	name	名叫	שֵׁ֣ם	 	8034		Ncmsc	H	8034	noun		masculine	singular	construct		007436001001000	
o080010020021	RUT 1:2!2	art	the	这	הָ		1886a		Td	H	d	particle							
o080010020022	RUT 1:2!2	noun	man	人	אִ֣ישׁ	 	0376		Ncmsa	H	376	noun		masculine	singular	absolute			
o080010020031	RUT 1:2!3	noun	Elimelech	以利米勒	אֱֽלִימֶ֡לֶךְ	 	0458		Np	H	458	noun						000422001001000	
o080010020041	RUT 1:2!4	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010020042	RUT 1:2!4	noun	name	名叫	שֵׁם֩	 	8034		Ncmsc	H	8034	noun		masculine	singular	construct		007436001001000	
o080010020051	RUT 1:2!5	noun	wife	妻子	אִשְׁתּ֨		0802		Ncfsc	H	802	noun		feminine	singular	construct		000738001001000	
o080010020052	RUT 1:2!5	pron	his	他	וֹ	 	2050c		Sp3ms	H		suffix	third	masculine	singular				
o080010020061	RUT 1:2!6	noun	Naomi	拿俄米	נָעֳמִ֜י	 	5281		Np	H	5281	noun						004843001001000	
o080010020071	RUT 1:2!7	cj	and		וְ		2050b		C	H	c	conjunction							
o080010020072	RUT 1:2!7	noun	names	名叫	שֵׁ֥ם	 	8034		Ncmsc	H	8034	noun		masculine	singular	construct		007436001001000	
o080010020081	RUT 1:2!8	num	two	两	שְׁנֵֽי	־	8147		Acmdc	H	8147	adjective		masculine	dual	construct		007528001001000	
o080010020091	RUT 1:2!9	noun	sons	儿子	בָנָ֣י		1121		Ncmpc	H	1121 a	noun		masculine	plural	construct		001040001001000	
o080010020092	RUT 1:2!9	pron	his	他	ו	׀	2050c		Sp3ms	H		suffix	third	masculine	singular				
o080010020101	RUT 1:2!10	noun	Mahlon	玛伦	מַחְל֤וֹן	 	4248		Np	H	4248	noun						003879001001000	
o080010020111	RUT 1:2!11	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010020112	RUT 1:2!11	noun	Chilion	基连	כִלְיוֹן֙	 	3630		Np	H	3630	noun						003325001001000	
o080010020121	RUT 1:2!12	noun	Ephrathites	以法他人	אֶפְרָתִ֔ים	 	0673		Ngmpa	H	673	noun		masculine	plural	absolute		000621001001000	
o080010020131	RUT 1:2!13	prep	from		מִ		4480		R	H	m	preposition							
o080010020132	RUT 1:2!13	noun			בֵּ֥ית	 	1035		Np	H	1035+	noun							
o080010020141	RUT 1:2!14	noun			לֶ֖חֶם	 	1035		Np	H	1035	noun							
o080010020151	RUT 1:2!15	noun	Judah	犹大	יְהוּדָ֑ה	 	3063		Np	H	3063	noun						002819001001000	
o080010020161	RUT 1:2!16	cj	and		וַ		2050b		C	H	c	conjunction							
o080010020162	RUT 1:2!16	verb	went	到	יָּבֹ֥אוּ	 	0935	qal	Vqw3mp	H	935	verb	third	masculine	plural				
o080010020171	RUT 1:2!17	noun	country	地	שְׂדֵי	־	7704		Ncmpc	H	7704 b	noun		masculine	plural	construct		006983001003000	
o080010020181	RUT 1:2!18	noun	Moab	摩押	מוֹאָ֖ב	 	4124		Np	H	4124	noun						003765001002000	
o080010020191	RUT 1:2!19	cj	and		וַ		2050b		C	H	c	conjunction							
o080010020192	RUT 1:2!19	verb	remained	住	יִּֽהְיוּ	־	1961	qal	Vqw3mp	H	1961	verb	third	masculine	plural				
o080010020201	RUT 1:2!20	adv	there	那里	שָֽׁם	׃	8033		D	H	8033	adverb							
o080010030011	RUT 1:3!1	cj	now	在	וַ		2050b		C	H	c	conjunction							
o080010030012	RUT 1:3!1	verb	died	死	יָּ֥מָת	 	4191	qal	Vqw3ms	H	4191	verb	third	masculine	singular			003823001001000	
o080010030021	RUT 1:3!2	noun	Elimelech	以利米勒	אֱלִימֶ֖לֶךְ	 	0458		Np	H	458	noun						000422001001000	
o080010030031	RUT 1:3!3	noun	husband	丈夫	אִ֣ישׁ	 	0376		Ncmsc	H	376	noun		masculine	singular	construct			
o080010030041	RUT 1:3!4	noun	Naomi’s	拿俄米	נָעֳמִ֑י	 	5281		Np	H	5281	noun						004843001001000	
o080010030051	RUT 1:3!5	cj	and		וַ		2050b		C	H	c	conjunction							
o080010030052	RUT 1:3!5	verb	left	剩下	תִּשָּׁאֵ֥ר	 	7604	niphal	VNw3fs	H	7604	verb	third	feminine	singular				
o080010030061	RUT 1:3!6	pron	she	她	הִ֖יא	 	1931a		Pp3fs	H	1931	pronoun	third	feminine	singular			001803001001000	
o080010030071	RUT 1:3!7	cj	and	和	וּ		2050b		C	H	c	conjunction							
o080010030072	RUT 1:3!7	num	two	两	שְׁנֵ֥י	 	8147		Acmdc	H	8147	adjective		masculine	dual	construct		007528001001000	
o080010030081	RUT 1:3!8	noun	sons	儿子	בָנֶֽי		1121		Ncmpc	H	1121 a	noun		masculine	plural	construct		001040001001000	
o080010030082	RUT 1:3!8	pron	her	她	הָ	׃	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010040011	RUT 1:4!1	cj	and		וַ		2050b		C	H	c	conjunction							
o080010040012	RUT 1:4!1	verb	took	娶	יִּשְׂא֣וּ	 	5375	qal	Vqw3mp	H	5375	verb	third	masculine	plural			004924001007000	
o080010040021	RUT 1:4!2	prep	for	为	לָ		3807a		R	H	l	preposition							
o080010040022	RUT 1:4!2	pron	these	各自	הֶ֗ם	 	3963a		Sp3mp	H		suffix	third	masculine	plural				
o080010040031	RUT 1:4!3	noun	wives	女子	נָשִׁים֙	 	0802		Ncfpa	H	802	noun		feminine	plural	absolute		000738001001000	
o080010040041	RUT 1:4!4	noun	Moabite	摩押	מֹֽאֲבִיּ֔וֹת	 	4125		Ngfpa	H	4125	noun		feminine	plural	absolute		003766001001000	
o080010040051	RUT 1:4!5	noun	name	名叫	שֵׁ֤ם	 	8034		Ncmsc	H	8034	noun		masculine	singular	construct		007436001001000	
o080010040061	RUT 1:4!6	art	the		הָֽ		1886a		Td	H	d	particle							
o080010040062	RUT 1:4!6	num	one	一	אַחַת֙	 	0259		Acfsa	H	259	adjective		feminine	singular	absolute		000244001004000	
o080010040071	RUT 1:4!7	noun	Orpah	俄珥巴	עָרְפָּ֔ה	 	6204		Np	H	6204	noun						005687001001000	
o080010040081	RUT 1:4!8	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010040082	RUT 1:4!8	noun	name	名叫	שֵׁ֥ם	 	8034		Ncmsc	H	8034	noun		masculine	singular	construct		007436001001000	
o080010040091	RUT 1:4!9	art	the		הַ		1886a		Td	H	d	particle							
o080010040092	RUT 1:4!9	num	other	另一	שֵּׁנִ֖ית	 	8145		Aofsa	H	8145	adjective		feminine	singular	absolute		007526001001000	
o080010040101	RUT 1:4!10	noun	Ruth	路得	ר֑וּת	 	7327		Np	H	7327	noun						006732001001000	
o080010040111	RUT 1:4!11	cj	and		וַ		2050b		C	H	c	conjunction							
o080010040112	RUT 1:4!11	verb	lived	住	יֵּ֥שְׁבוּ	 	3427	qal	Vqw3mp	H	3427	verb	third	masculine	plural			003136001011000	
o080010040121	RUT 1:4!12	adv	there	那里	שָׁ֖ם	 	8033		D	H	8033	adverb							
o080010040131	RUT 1:4!13	prep	about	约	כְּ		3509a		R	H	k	preposition							
o080010040132	RUT 1:4!13	num	ten	十	עֶ֥שֶׂר	 	6235		Acfsa	H	6235	adjective		feminine	singular	absolute			
o080010040141	RUT 1:4!14	noun	years	年	שָׁנִֽים	׃	8141		Ncfpa	H	8141	noun		feminine	plural	absolute			
o080010050011	RUT 1:5!1	cj	and		וַ		2050b		C	H	c	conjunction							
o080010050012	RUT 1:5!1	verb	died	死	יָּמ֥וּתוּ	 	4191	qal	Vqw3mp	H	4191	verb	third	masculine	plural			003823001001000	
o080010050021	RUT 1:5!2	cj	also	也	גַם	־	1571		D	H	1571	adverb						001439001001000	
o080010050031	RUT 1:5!3	num	both	二	שְׁנֵי		8147		Acmdc	H	8147	adjective		masculine	dual	construct		007528001001000	
o080010050032	RUT 1:5!3	pron	them	他们	הֶ֖ם	 	3963a		Sp3mp	H		suffix	third	masculine	plural				
o080010050041	RUT 1:5!4	noun	Mahlon	玛伦	מַחְל֣וֹן	 	4248		Np	H	4248	noun						003879001001000	
o080010050051	RUT 1:5!5	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010050052	RUT 1:5!5	noun	Chilion	基连	כִלְי֑וֹן	 	3630		Np	H	3630	noun						003325001001000	
o080010050061	RUT 1:5!6	cj	and		וַ		2050b		C	H	c	conjunction							
o080010050062	RUT 1:5!6	verb	left	剩下	תִּשָּׁאֵר֙	 	7604	niphal	VNw3fs	H	7604	verb	third	feminine	singular				
o080010050071	RUT 1:5!7	art	the	那	הָֽ		1886a		Td	H	d	particle							
o080010050072	RUT 1:5!7	noun	woman	妇人	אִשָּׁ֔ה	 	0802		Ncfsa	H	802	noun		feminine	singular	absolute		000738001001000	
o080010050081	RUT 1:5!8	prep	without	没有	מִ		4480		R	H	m	preposition							
o080010050082	RUT 1:5!8	num	two	两	שְּׁנֵ֥י	 	8147		Acmdc	H	8147	adjective		masculine	dual	construct		007528001001000	
o080010050091	RUT 1:5!9	noun	sons	儿子	יְלָדֶ֖י		3206		Ncmpc	H	3206	noun		masculine	plural	construct		002932001001000	
o080010050092	RUT 1:5!9	pron	her	她	הָ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010050101	RUT 1:5!10	cj	and	且~也	וּ		2050b		C	H	c	conjunction							
o080010050102	RUT 1:5!10	prep	without	没有	מֵ		4480		R	H	m	preposition							
o080010050103	RUT 1:5!10	noun	husband	丈夫	אִישָֽׁ		0376		Ncmsc	H	376	noun		masculine	singular	construct			
o080010050104	RUT 1:5!10	pron	her	她	הּ	׃	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010060011	RUT 1:6!1	cj	and	就	וַ		2050b		C	H	c	conjunction							
o080010060012	RUT 1:6!1	verb	arose	起身	תָּ֤קָם	 	6965	qal	Vqw3fs	H	6965 b	verb	third	feminine	singular				
o080010060021	RUT 1:6!2	pron	she	她	הִיא֙	 	1931a		Pp3fs	H	1931	pronoun	third	feminine	singular			001803001001000	
o080010060031	RUT 1:6!3	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010060032	RUT 1:6!3	noun	daughters-in-law	媳妇	כַלֹּתֶ֔י		3618		Ncfpc	H	3618	noun		feminine	plural	construct		003312001001000	
o080010060033	RUT 1:6!3	pron	her	她	הָ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010060041	RUT 1:6!4	cj	and		וַ		2050b		C	H	c	conjunction							
o080010060042	RUT 1:6!4	verb	return	回来	תָּ֖שָׁב	 	7725	qal	Vqw3fs	H	7725	verb	third	feminine	singular			007225001028000	
o080010060051	RUT 1:6!5	prep	from	从	מִ		4480		R	H	m	preposition							
o080010060052	RUT 1:6!5	noun	country	地	שְּׂדֵ֣י	 	7704		Ncmpc	H	7704 b	noun		masculine	plural	construct		006983001003000	
o080010060061	RUT 1:6!6	noun	Moab	摩押	מוֹאָ֑ב	 	4124		Np	H	4124	noun						003765001002000	
o080010060071	RUT 1:6!7	cj	for	因为	כִּ֤י	 	3588		C	H	3588 a	conjunction							
o080010060081	RUT 1:6!8	verb	heard	听说	שָֽׁמְעָה֙	 	8085	qal	Vqp3fs	H	8085	verb	third	feminine	singular				
o080010060091	RUT 1:6!9	prep	in	在	בִּ		0871a		R	H	b	preposition							
o080010060092	RUT 1:6!9	noun	country	地	שְׂדֵ֣ה	 	7704		Ncmsc	H	7704 b	noun		masculine	singular	construct		006983001003000	
o080010060101	RUT 1:6!10	noun	Moab	摩押	מוֹאָ֔ב	 	4124		Np	H	4124	noun						003765001002000	
o080010060111	RUT 1:6!11	cj	that	即	כִּֽי	־	3588		C	H	3588 a	conjunction							
o080010060121	RUT 1:6!12	verb	visited	眷顾	פָקַ֤ד	 	6485	qal	Vqp3ms	H	6485 a	verb	third	masculine	singular			005962001006000	
o080010060131	RUT 1:6!13	noun	LORD	耶和华	יְהוָה֙	 	3068		Np	H	3068	noun						002823001001000	
o080010060141	RUT 1:6!14	om			אֶת	־	0853		To	H	853	particle						000792003001000	
o080010060151	RUT 1:6!15	noun	people	子民	עַמּ֔		5971		Ncmsc	H	5971 a	noun		masculine	singular	construct			
o080010060152	RUT 1:6!15	pron	his	他	וֹ	 	2050c		Sp3ms	H		suffix	third	masculine	singular				
o080010060161	RUT 1:6!16	prep	by		לָ		3807a		R	H	l	preposition							
o080010060162	RUT 1:6!16	verb	providing	赐	תֵ֥ת	 	5414	qal	Vqc	H	5414	verb							
o080010060171	RUT 1:6!17	prep	to	给	לָ		3807a		R	H	l	preposition							
o080010060172	RUT 1:6!17	pron	them	他们	הֶ֖ם	 	3963a		Sp3mp	H		suffix	third	masculine	plural				
o080010060181	RUT 1:6!18	noun	food	粮食	לָֽחֶם	׃	3899		Ncbsa	H	3899	noun		both	singular	absolute		003565001001000	
o080010070011	RUT 1:7!1	cj	and	就	וַ		2050b		C	H	c	conjunction							
o080010070012	RUT 1:7!1	verb	set out	离开	תֵּצֵ֗א	 	3318	qal	Vqw3fs	H	3318	verb	third	feminine	singular			003035001001000	
o080010070021	RUT 1:7!2	prep	from	从	מִן	־	4480		R	H	4480 a	preposition							
o080010070031	RUT 1:7!3	art	the		הַ		1886a		Td	H	d	particle							
o080010070032	RUT 1:7!3	noun	place	地方	מָּקוֹם֙	 	4725		Ncmsa	H	4725	noun		masculine	singular	absolute			
o080010070041	RUT 1:7!4	rel	where	所~的	אֲשֶׁ֣ר	 	0834		Tr	H	834 a	particle						000771001001000	
o080010070051	RUT 1:7!5	verb	was	住	הָיְתָה	־	1961	qal	Vqp3fs	H	1961	verb	third	feminine	singular				
o080010070061	RUT 1:7!6	adv	~there	~那里	שָׁ֔מָּ		8033		D	H	8033	adverb							
o080010070062	RUT 1:7!6	x	at	在	ה	 	1886c		Sd	H		suffix							
o080010070071	RUT 1:7!7	cj	and	和	וּ		2050b		C	H	c	conjunction							
o080010070072	RUT 1:7!7	num	two	两	שְׁתֵּ֥י	 	8147		Acfdc	H	8147	adjective		feminine	dual	construct		007528001001000	
o080010070081	RUT 1:7!8	noun	daughters-in-law	媳妇	כַלֹּתֶ֖י		3618		Ncfpc	H	3618	noun		feminine	plural	construct		003312001001000	
o080010070082	RUT 1:7!8	pron	her	她	הָ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010070091	RUT 1:7!9	prep	with	和~同行	עִמָּ֑		5973		R	H	5973 a	preposition							
o080010070092	RUT 1:7!9	pron	her	她	הּ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010070101	RUT 1:7!10	cj	and		וַ		2050b		C	H	c	conjunction							
o080010070102	RUT 1:7!10	verb	went	动身	תֵּלַ֣כְנָה	 	1980	qal	Vqw3fp	H	3212	verb	third	feminine	plural			001824001002000	
o080010070111	RUT 1:7!11	prep	on	在	בַ		0871a		Rd	H	b	preposition							
o080010070111ה	RUT 1:7!11	art	the			1886a		Td	H	d	particle							
o080010070112	RUT 1:7!11	noun	way	路上	דֶּ֔רֶךְ	 	1870		Ncbsa	H	1870	noun		both	singular	absolute		001719001004000	
o080010070121	RUT 1:7!12	prep	to		לָ		3807a		R	H	l	preposition							
o080010070122	RUT 1:7!12	verb	return	回	שׁ֖וּב	 	7725	qal	Vqc	H	7725	verb						007225001028000	
o080010070131	RUT 1:7!13	prep	to		אֶל	־	0413		R	H	413	preposition							
o080010070141	RUT 1:7!14	noun	land	地	אֶ֥רֶץ	 	0776		Ncbsc	H	776	noun		both	singular	construct		000715001001000	
o080010070151	RUT 1:7!15	noun	Judah	犹大	יְהוּדָֽה	׃	3063		Np	H	3063	noun						002819001001000	
o080010080011	RUT 1:8!1	cj	then	然后	וַ		2050b		C	H	c	conjunction							
o080010080012	RUT 1:8!1	verb	said	说	תֹּ֤אמֶר	 	0559	qal	Vqw3fs	H	559	verb	third	feminine	singular			000512001001000	
o080010080021	RUT 1:8!2	noun	Naomi	拿俄米	נָעֳמִי֙	 	5281		Np	H	5281	noun						004843001001000	
o080010080031	RUT 1:8!3	prep	to	对	לִ		3807a		R	H	l	preposition							
o080010080032	RUT 1:8!3	num	two	两	שְׁתֵּ֣י	 	8147		Acfdc	H	8147	adjective		feminine	dual	construct		007528001001000	
o080010080041	RUT 1:8!4	noun	daughters-in-law	媳妇	כַלֹּתֶ֔י		3618		Ncfpc	H	3618	noun		feminine	plural	construct		003312001001000	
o080010080042	RUT 1:8!4	pron	her	她	הָ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010080051	RUT 1:8!5	verb	go	去	לֵ֣כְנָה	 	1980	qal	Vqv2fp	H	3212	verb	second	feminine	plural			001824001002000	
o080010080061	RUT 1:8!6	verb	return	回	שֹּׁ֔בְנָה	 	7725	qal	Vqv2fp	H	7725	verb	second	feminine	plural			007225001028000	
o080010080071	RUT 1:8!7	noun	each	各自	אִשָּׁ֖ה	 	0802		Ncfsa	H	802	noun		feminine	singular	absolute		000738001004000	
o080010080081	RUT 1:8!8	prep	to	向	לְ		3807a		R	H	l	preposition							
o080010080082	RUT 1:8!8	noun	house	着家	בֵ֣ית	 	1004		Ncmsc	H	1004 b	noun		masculine	singular	construct		000931001004000	
o080010080091	RUT 1:8!9	noun	mother’s	~母亲	אִמָּ֑		0517		Ncfsc	H	517	noun		feminine	singular	construct		000481001001000	
o080010080092	RUT 1:8!9	pron	her	自己	הּ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010080111	RUT 1:8!11	verb	show	@愿他显示	יַ֣עַשׂ	 	6213	qal	Vqj3ms	H	6213 a	verb	third	masculine	singular			005697001002000	
o080010080121	RUT 1:8!12	noun	LORD	耶和华	יְהוָ֤ה	 	3068		Np	H	3068	noun						002823001001000	
o080010080131	RUT 1:8!13	prep	to	对	עִמָּ		5973		R	H	5973 a	preposition							
o080010080132	RUT 1:8!13	pron	you	你们	כֶם֙	 	3641b		Sp2mp	H		suffix	second	masculine	plural				
o080010080141	RUT 1:8!14	noun	kindness	仁慈	חֶ֔סֶד	 	2617		Ncmsa	H	2617 a	noun		masculine	singular	absolute		002411001001000	
o080010080151	RUT 1:8!15	prep	just as	象~一样	כַּ		3509a		R	H	k	preposition							
o080010080152	RUT 1:8!15	rel		正如	אֲשֶׁ֧ר	 	0834		Tr	H	834 d	particle						000771001002000	
o080010080161	RUT 1:8!16	verb	dealt	恩待	עֲשִׂיתֶ֛ם	 	6213	qal	Vqp2mp	H	6213 a	verb	second	masculine	plural			005697001002000	
o080010080171	RUT 1:8!17	prep	with		עִם	־	5973		R	H	5973 a	preposition							
o080010080181	RUT 1:8!18	art	the		הַ		1886a		Td	H	d	particle							
o080010080182	RUT 1:8!18	verb	dead	已故	מֵּתִ֖ים	 	4191	qal	Vqrmpa	H	4191	verb		masculine	plural	absolute		003823001001000	
o080010080191	RUT 1:8!19	cj	and	和	וְ		2050b		C	H	c	conjunction							
o080010080192	RUT 1:8!19	prep	with	对	עִמָּדִֽ		5978		R	H	5973 a	preposition							
o080010080193	RUT 1:8!19	pron	me	我	י	׃	2967a		Sp1cs	H		suffix	first	common	singular				
o080010090011	RUT 1:9!1	verb	grant	使	יִתֵּ֤ן	 	5414	qal	Vqi3ms	H	5414	verb	third	masculine	singular				
o080010090021	RUT 1:9!2	noun	LORD	耶和华	יְהוָה֙	 	3068		Np	H	3068	noun						002823001001000	
o080010090031	RUT 1:9!3	prep	that	你们	לָ		3807a		R	H	l	preposition							
o080010090032	RUT 1:9!3	pron	you	你们	כֶ֔ם	 	3641b		Sp2mp	H		suffix	second	masculine	plural				
o080010090041	RUT 1:9!4	cj	and	并	וּ		2050b		C	H	c	conjunction							
o080010090042	RUT 1:9!4	verb	find	得	מְצֶ֣אןָ	 	4672	qal	Vqv2fp	H	4672	verb	second	feminine	plural			004281001008000	
o080010090051	RUT 1:9!5	noun	rest	归宿	מְנוּחָ֔ה	 	4496		Ncbsa	H	4496	noun		both	singular	absolute			
o080010090061	RUT 1:9!6	noun	each	各	אִשָּׁ֖ה	 	0802		Ncfsa	H	802	noun		feminine	singular	absolute		000738001004000	
o080010090071	RUT 1:9!7	noun	house	家	בֵּ֣ית	 	1004		Ncmsc	H	1004 b	noun		masculine	singular	construct		000931001004000	
o080010090081	RUT 1:9!8	noun	husband	丈夫	אִישָׁ֑		0376		Ncmsc	H	376	noun		masculine	singular	construct			
o080010090082	RUT 1:9!8	pron	her	她	הּ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010090091	RUT 1:9!9	cj	then	然后	וַ		2050b		C	H	c	conjunction							
o080010090092	RUT 1:9!9	verb	kissed	亲吻	תִּשַּׁ֣ק	 	5401	qal	Vqw3fs	H	5401 a	verb	third	feminine	singular			004944001001000	
o080010090101	RUT 1:9!10	prep	on	和	לָ		3807a		R	H	l	preposition							
o080010090102	RUT 1:9!10	pron	them	她们	הֶ֔ן	 	2004		Sp3fp	H		suffix	third	feminine	plural				
o080010090111	RUT 1:9!11	cj	and		וַ		2050b		C	H	c	conjunction							
o080010090112	RUT 1:9!11	verb	lifted up	他们扬起	תִּשֶּׂ֥אנָה	 	5375	qal	Vqw3fp	H	5375	verb	third	feminine	plural			004924001043000	
o080010090121	RUT 1:9!12	noun	voices	~的声音	קוֹלָ֖		6963		Ncmsc	H	6963 a	noun		masculine	singular	construct			
o080010090122	RUT 1:9!12	pron	their	他们	ן	 	4993c		Sp3fp	H		suffix	third	feminine	plural				
o080010090131	RUT 1:9!13	cj	and		וַ		2050b		C	H	c	conjunction							
o080010090132	RUT 1:9!13	verb	wept	大哭	תִּבְכֶּֽינָה	׃	1058	qal	Vqw3fp	H	1058	verb	third	feminine	plural			000982001001000	
o080010100011	RUT 1:10!1	cj	and		וַ		2050b		C	H	c	conjunction							
o080010100012	RUT 1:10!1	verb	said	说	תֹּאמַ֖רְנָה	־	0559	qal	Vqw3fp	H	559	verb	third	feminine	plural			000512001001000	
o080010100021	RUT 1:10!2	prep	to	对	לָּ֑		3807a		R	H	l	preposition							
o080010100022	RUT 1:10!2	pron	her	她	הּ	 	1886d		Sp3fs	H		suffix	third	feminine	singular				
o080010100031	RUT 1:10!3	cj	surely	一定	כִּי	־	3588		C	H	3588 a	conjunction							
o080010100041	RUT 1:10!4	prep	with	与~一同	אִתָּ֥		0854		R	H	854	preposition						000792002001000	
o080010100042	RUT 1:10!4	pron	you	你	ךְ	 	3509c		Sp2fs	H		suffix	second	feminine	singular				
o080010100051	RUT 1:10!5	verb	return	回	נָשׁ֖וּב	 	7725	qal	Vqi1cp	H	7725	verb	first	common	plural			007225001028000	
o080010100061	RUT 1:10!6	prep	to	到	לְ		3807a		R	H	l	preposition							
o080010100062	RUT 1:10!6	noun	people	族人	עַמֵּֽ		5971		Ncmsc	H	5971 a	noun		masculine	singular	construct			
o080010100063	RUT 1:10!6	pron	your	你	ךְ	׃	3509c		Sp2fs	H		suffix	second	feminine	singular				
o080010110011	RUT 1:11!1	cj	but	但	וַ		2050b		C	H	c	conjunction							
o080010110012	RUT 1:11!1	verb	said	说	תֹּ֤אמֶר	 	0559	qal	Vqw3fs	H	559	verb	third	feminine	singular			000512001001000	
o080010110021	RUT 1:11!2	noun	Naomi	拿俄米	נָעֳמִי֙	 	5281		Np	H	5281	noun						004843001001000	
o080010110031	RUT 1:11!3	verb	return	回去	שֹׁ֣בְנָה	 	7725	qal	Vqv2fp	H	7725	verb	second	feminine	plural			007225001026000	
o080010110041	RUT 1:11!4	noun	daughters	女儿	בְנֹתַ֔		1323		Ncfpc	H	1323	noun		feminine	plural	construct		001220001007000	
o080010110042	RUT 1:11!4	pron	my	我	י	 	2967a		Sp1cs	H		suffix	first	common	singular				
o080010110051	RUT 1:11!5	prep			לָ֥		3807a		R	H	l	preposition							
o080010110052	RUT 1:11!5	pron	why?	为何	מָּה	 	4100		Ti	H	4100	particle							
