macula_id	gloss
o130240030091	the.descendants
o130240030101	of.Ithamar
o130240030111	to
o130240030112	group
o130240030113	their
o130240030121	by
o130240030122	service
o130240030123	their
o130240040011	and
o130240040012	they.were.found
o130240040021	the.descendants
o130240040031	of.Eleazar
o130240040041	many
o130240040051	to
o130240040052	the.chiefs
o130240040061	of
o130240040062	the.men
o130240040071	more.than
o130240040081	the.descendants
o130240040091	of.Ithamar
o130240040101	and
o130240040102	they
o130240040103	divided.them
o130240040111	[belonged].to
o130240040112	the.descendants
o130240040121	of.Eleazar
o130240040131	heads
o130240040141	of
o130240040142	a.house
o130240040151	of.fathers
o130240040161	six-
o130240040171	teen
o130240040181	and.[belonged]
o130240040182	to
o130240040183	the.descendants
o130240040191	of.Ithamar
o130240040201	of
o130240040202	the.house
o130240040211	their.ancestors
o130240040212	of
o130240040221	eight
o130240050011	and
o130240050012	they
o130240050013	divided.them
o130240050021	by
o130240050022	lots
o130240050031	these
o130240050041	with
o130240050051	these
o130240050061	(dm)
o130240050071	they.were
o130240050081	officials
o130240050091	of.holiness
o130240050101	and
o130240050102	the.officials
o130240050111	of.(the)
o130240050112	God
o130240050121	from
o130240050122	the.descendants
o130240050131	of.Eleazar
o130240050141	and
o130240050142	among
o130240050143	the.descendants
o130240050151	of.Ithamar
o130240060011	and
o130240060012	he
o130240060013	recorded.them
o130240060021	Shemaiah
o130240060031	the.son
o130240060041	of.Nethanel
o130240060051	the
o130240060052	scribe
o130240060061	one.of
o130240060071	the
o130240060072	Levite[s]
o130240060081	before
o130240060082	
o130240060091	the
o130240060092	king
o130240060101	and
o130240060102	the
o130240060103	officials
o130240060111	and
o130240060112	Zadok
o130240060121	the
o130240060122	priest
o130240060131	and
o130240060132	Ahimelech
o130240060141	the.son
o130240060151	of.Abiathar
o130240060161	and
o130240060162	the.heads
o130240060171	of
o130240060172	the.fathers
o130240060181	of
o130240060181ה	the
o130240060182	priests
o130240060191	and
o130240060192	of
o130240060192ה	the
o130240060193	Levites
o130240060201	a.house
o130240060211	of.a.father
o130240060221	one
o130240060231	[was].drawn
o130240060241	for
o130240060242	Eleazar
o130240060251	and
o130240060252	drawn
o130240060261	drawn
o130240060271	for
o130240060272	Ithamar
o130240070011	and
o130240070012	it.went.out
o130240070021	the
o130240070022	lot
o130240070031	(the)
o130240070032	first
o130240070041	to
o130240070042	Jehoiarib
o130240070051	to
o130240070052	Jedaiah
o130240070061	the
o130240070062	second
o130240080011	to
o130240080012	Harim
o130240080021	the
o130240080022	third
o130240080031	to
o130240080032	Seorim
o130240080041	the
o130240080042	fourth
o130240090011	to
o130240090012	Malkijah
o130240090021	the
o130240090022	fifth
o130240090031	to
o130240090032	Mijamin
o130240090041	the
o130240090042	sixth
o130240100011	to
o130240100012	Hakkoz
o130240100021	the
o130240100022	seventh
o130240100031	to
o130240100032	Abijah
o130240100041	the
o130240100042	eighth
o130240110011	to
o130240110012	Jeshua
o130240110021	the
o130240110022	ninth
o130240110031	to
o130240110032	Shecaniah
o130240110041	the
o130240110042	tenth
o130240120011	to
o130240120012	Eliashib
o130240120021	one.plus
o130240120031	ten
o130240120041	to
o130240120042	Jakim
o130240120051	two.plus
o130240120061	ten
o130240130011	to
o130240130012	Huppah
o130240130021	thir-
o130240130031	teen
o130240130041	to
o130240130042	Jeshebeab
o130240130051	four-
o130240130061	teen
o130240140011	to
o130240140012	Bilgah
o130240140021	fif-
o130240140031	teen
o130240140041	to
o130240140042	Immer
o130240140051	six-
o130240140061	teen
o130240150011	to
o130240150012	Hezir
o130240150021	seven-
o130240150031	teen
o130240150041	to
o130240150042	
o130240150043	Happizzez
o130240150051	eight-
o130240150061	teen
o130240160011	to
o130240160012	Pethahiah
o130240160021	nine-
o130240160031	teen
o130240160041	to
o130240160042	Jehezkel
o130240160051	the
o130240160052	twenty
o130240170011	to
o130240170012	Jakin
o130240170021	one
o130240170031	and
o130240170032	twenty
o130240170041	to
o130240170042	Gamul
o130240170051	two
o130240170061	and
o130240170062	twenty
o130240180011	to
o130240180012	Delaiah
o130240180021	three
o130240180031	and
o130240180032	twenty
o130240180041	to
o130240180042	Maaziah
o130240180051	four
o130240180061	and
o130240180062	twenty
o130240190011	these
o130240190021	group[s]
o130240190022	[were].their
o130240190031	for
o130240190032	service
o130240190033	their
o130240190041	to
o130240190042	go
o130240190051	to
o130240190052	the.house
o130240190061	of.Yahweh
o130240190071	according
o130240190072	to
o130240190073	their.ordinance
o130240190081	by
o130240190082	the.hand
o130240190091	of.Aaron
o130240190101	ancestor
o130240190102	their
o130240190111	just
o130240190112	as
o130240190121	he
o130240190122	had.commanded.him
o130240190131	Yahweh
o130240190141	the.God
o130240190151	of.Israel
o130240200011	and
o130240200012	to
o130240200013	the.sons
o130240200021	of.Levi
o130240200031	[who]
o130240200032	remained
o130240200041	of
o130240200042	the.sons
o130240200051	of.Amram
o130240200061	Shubael
o130240200071	of
o130240200072	the.sons
o130240200081	of.Shubael
o130240200091	Jehdeiah
o130240210011	for
o130240210012	Rehabiah
o130240210021	of
o130240210022	the.sons
o130240210031	of.Rehabiah
o130240210041	the
o130240210042	chief
o130240210051	[was].Isshiah
o130240220011	for
o130240220011ה	the
o130240220012	Izharite[s]
o130240220021	Shelomoth
o130240220031	of
o130240220032	the.sons
o130240220041	of.Shelomoth
o130240220051	Jahath
o130240230011	and
o130240230012	the.sons
o130240230021	[were].Jeriah
o130240230031	Amariah
o130240230041	the
o130240230042	second
o130240230051	Jahaziel
o130240230061	the
o130240230062	third
o130240230071	Jekameam
o130240230081	the
o130240230082	fourth
o130240240011	the.sons
o130240240021	of.Uzziel
o130240240031	[were].Micah
o130240240041	of
o130240240042	the.sons
o130240240051	of.Micah
o130240240071	Shamir
o130240250011	the.brother
o130240250021	of.Micah
o130240250031	[was].Isshiah
o130240250041	of
o130240250042	the.sons
o130240250051	of.Isshiah
o130240250061	Zechariah
o130240260011	the.sons
o130240260021	of.Merari
o130240260031	[were].Mahli
o130240260041	and
o130240260042	Mushi
o130240260051	the.sons
o130240260061	of.Jaaziah
o130240260071	Beno
o130240260072	[were]
o130240270011	the.sons
o130240270021	of.Merari
o130240270031	of
o130240270032	Jaaziah
o130240270041	Beno
o130240270042	his
o130240270051	and
o130240270052	Shoham
o130240270061	and
o130240270062	Zaccur
o130240270071	and
o130240270072	Ibri
o130240280011	of.[the]
o130240280012	Mahlite[s]
o130240280021	Eleazar
o130240280031	and
o130240280032	not
o130240280041	it.belonged
o130240280051	to
o130240280052	him
o130240280061	sons
o130240290011	for
o130240290012	Kish
o130240290021	the.sons
o130240290031	of.Kish
o130240290041	[were].Jerahmeel
o130240300011	and
o130240300012	the.sons
o130240300021	of.Mushi
o130240300031	[were].Mahli
o130240300041	and
o130240300042	Eder
o130240300051	and
o130240300052	Jerimoth
o130240300061	these
o130240300071	[were].the.sons
o130240300081	of
o130240300082	the.Levites
o130240300091	to
o130240300092	the.house
o130240300101	their.ancestors
o130240300102	of
o130240310011	and
o130240310012	they.cast
o130240310021	also
o130240310031	they
o130240310041	lots
o130240310051	corresponding
o130240310052	to
o130240310061	relatives
o130240310062	their
o130240310071	the.descendants
o130240310081	of.Aaron
o130240310091	before
o130240310092	
o130240310101	David
o130240310111	the
o130240310112	king
o130240310121	and
o130240310122	Zadok
o130240310131	and
o130240310132	Ahimelech
o130240310141	and
o130240310142	the.heads
o130240310151	of
o130240310152	the.fathers
o130240310161	of
o130240310161ה	the
o130240310162	priests
o130240310171	and
o130240310172	of
o130240310172ה	the
o130240310173	Levites
o130240310181	fathers
o130240310191	the
o130240310192	chief
o130240310201	[was].corresponding
o130240310202	to
o130240310211	brother
o130240310212	his
o130240310221	(the)
o130240310222	young
o130250010011	and
o130250010012	he.separated
o130250010021	David
o130250010031	and
o130250010032	the.commanders
o130250010041	of
o130250010042	the.army
o130250010051	for
o130250010052	service
o130250010061	(to).the
o130250010062	sons
o130250010071	of.Asaph
o130250010081	and
o130250010082	Heman
o130250010091	and
o130250010092	Jeduthun
o130250010111	[who]
o130250010112	prophesied
o130250010121	with
o130250010122	harps
o130250010131	with
o130250010132	lyres
o130250010141	and
o130250010142	with
o130250010143	cymbals
o130250010151	and
o130250010152	it.was
o130250010161	number
o130250010162	their
o130250010171	men
o130250010181	of.work
o130250010191	for
o130250010192	service
o130250010193	their
o130250020011	of
o130250020012	the.sons
o130250020021	of.Asaph
o130250020031	Zaccur
o130250020041	and
o130250020042	Joseph
o130250020051	and
o130250020052	Nethaniah
o130250020061	and
o130250020062	Asarelah
o130250020071	the.sons
o130250020081	of.Asaph
o130250020091	[were].on
o130250020101	the.hand
o130250020111	of.Asaph
o130250020121	[who]
o130250020122	prophesied
o130250020131	on
o130250020141	the.hands
o130250020151	of
o130250020152	the.king
o130250030011	for
o130250030012	Jeduthun
o130250030021	the.sons
o130250030031	of.Jeduthun
o130250030041	[were].Gedaliah
o130250030051	and
o130250030052	Zeri
o130250030061	and
o130250030062	Jeshaiah
o130250030071	Hashabiah
o130250030081	and
o130250030082	Mattithiah
o130250030091	six
o130250030101	on
o130250030111	the.hands
o130250030121	their.father
o130250030122	of
o130250030131	Jeduthun
o130250030141	with
o130250030141ה	(the)
o130250030142	harp
o130250030151	[who]
o130250030152	prophesied
o130250030161	on
o130250030171	to.give.thanks
o130250030181	and
o130250030182	to.praise
o130250030191	(to)
o130250030192	Yahweh
o130250040011	for
o130250040012	Heman
o130250040021	the.sons
o130250040031	of.Heman
o130250040041	[were].Bukkiah
o130250040051	Mattaniah
o130250040061	Uzziel
o130250040071	Shebuel
o130250040081	and
o130250040082	Jerimoth
o130250040091	Hananiah
o130250040101	Hanani
o130250040111	Eliathah
o130250040121	Giddalti
o130250040131	and
o130250040132	Romamti-Ezer
o130250040141	Romamti-Ezer
o130250040151	Joshbekashah
o130250040161	Mallothi
o130250040171	Hothir
o130250040181	Mahazioth
o130250050011	all
o130250050021	these
o130250050031	[were].sons
o130250050041	of
o130250050042	Heman
o130250050051	the.seer
o130250050061	of
o130250050062	the.king
o130250050071	by
o130250050072	the.words
o130250050081	of.(the)
o130250050082	God
o130250050091	to
o130250050092	lift.up
o130250050101	a.horn
o130250050111	and
o130250050112	he.gave
o130250050121	(the)
o130250050122	God
o130250050131	to
o130250050132	Heman
o130250050141	sons
o130250050151	four-
o130250050161	teen
o130250050171	and
o130250050172	daughters
o130250050181	three
o130250060011	all
o130250060021	these
o130250060031	[were].on
o130250060041	the.hands
o130250060051	their.father
o130250060052	of
o130250060061	with
o130250060061ה	(the)
o130250060062	song
o130250060071	the.house
o130250060081	of.Yahweh
o130250060091	with
o130250060092	cymbals
o130250060101	lyres
o130250060111	and
o130250060112	harps
o130250060121	for
o130250060122	the.service
o130250060131	of.the.house
o130250060141	of.(the)
o130250060142	God
o130250060151	on
o130250060161	the.hands
o130250060171	of
o130250060172	the.king
o130250060181	Asaph
o130250060191	and
o130250060192	Jeduthun
o130250060201	and
o130250060202	Heman
o130250070011	and
o130250070012	it.was
o130250070021	number
o130250070022	their
o130250070031	with
o130250070041	relatives
o130250070042	their
o130250070051	[who.were].trained
o130250070061	of.song
o130250070071	to
o130250070072	Yahweh
o130250070081	every
o130250070091	(the).[one
o130250070092	who].understood
o130250070101	two.hundred
o130250070111	eighty
o130250070121	and
o130250070122	eight
o130250080011	and
o130250080012	they.cast
o130250080021	lots
o130250080031	of.duty
o130250080041	correspondingly
o130250080042	
o130250080051	as
o130250080051ה	the
o130250080052	small
o130250080061	as
o130250080061ה	the
o130250080062	great
o130250080071	teacher
o130250080081	with
o130250080091	pupil
o130250090011	and
o130250090012	it.went.out
o130250090021	the
o130250090022	lot
o130250090031	(the)
o130250090032	first
o130250090041	for
o130250090042	Asaph
o130250090051	to
o130250090052	Joseph
o130250090061	Gedaliah
o130250090071	the
o130250090072	second
o130250090081	he
o130250090091	and
o130250090092	relatives
o130250090093	his
o130250090101	and
o130250090102	sons
o130250090103	his
o130250090111	two.plus
o130250090121	ten
o130250100011	the
o130250100012	third
o130250100021	Zaccur
o130250100031	sons
o130250100032	his
o130250100041	and
o130250100042	relatives
o130250100043	his
o130250100051	two.plus
o130250100061	ten
o130250110011	the
o130250110012	fourth
o130250110021	to
o130250110021ה	(the)
o130250110022	Izri
o130250110031	sons
o130250110032	his
o130250110041	and
o130250110042	relatives
o130250110043	his
o130250110051	two.plus
o130250110061	ten
o130250120011	the
o130250120012	fifth
o130250120021	Nethaniah
o130250120031	sons
o130250120032	his
o130250120041	and
o130250120042	relatives
o130250120043	his
o130250120051	two.plus
o130250120061	ten
o130250130011	the
o130250130012	sixth
o130250130021	Bukkiah
o130250130031	sons
o130250130032	his
o130250130041	and
o130250130042	relatives
o130250130043	his
o130250130051	two.plus
o130250130061	ten
o130250140011	the
o130250140012	seventh
o130250140021	Jesharelah
o130250140031	sons
o130250140032	his
o130250140041	and
o130250140042	relatives
o130250140043	his
o130250140051	two.plus
o130250140061	ten
o130250150011	the
o130250150012	eighth
o130250150021	Jeshaiah
o130250150031	sons
o130250150032	his
o130250150041	and
o130250150042	relatives
o130250150043	his
o130250150051	two.plus
o130250150061	ten
o130250160011	the
o130250160012	ninth
o130250160021	Mattaniah
o130250160031	sons
o130250160032	his
o130250160041	and
o130250160042	relatives
o130250160043	his
o130250160051	two.plus
o130250160061	ten
o130250170011	the
o130250170012	tenth
o130250170021	Shimei
o130250170031	sons
o130250170032	his
o130250170041	and
o130250170042	relatives
o130250170043	his
o130250170051	two.plus
o130250170061	ten
o130250180011	one.plus
o130250180021	ten
o130250180031	Azarel
o130250180041	sons
o130250180042	his
o130250180051	and
o130250180052	relatives
o130250180053	his
o130250180061	two.plus
o130250180071	ten
o130250190011	the.two
o130250190012	plus
o130250190021	ten
o130250190031	to
o130250190032	Hashabiah
o130250190041	sons
o130250190042	his
o130250190051	and
o130250190052	relatives
o130250190053	his
o130250190061	two.plus
o130250190071	ten
o130250200011	for
o130250200012	thir-
o130250200021	teen
o130250200031	Shubael
o130250200041	sons
o130250200042	his
o130250200051	and
o130250200052	relatives
o130250200053	his
o130250200061	two.plus
o130250200071	ten
o130250210011	for
o130250210012	four-
o130250210021	teen
o130250210031	Mattithiah
o130250210041	sons
o130250210042	his
o130250210051	and
o130250210052	relatives
o130250210053	his
o130250210061	two.plus
o130250210071	ten
o130250220011	for
o130250220012	fif-
o130250220021	teen
o130250220031	to
o130250220032	Jeremoth
o130250220041	sons
o130250220042	his
o130250220051	and
o130250220052	relatives
o130250220053	his
o130250220061	two.plus
o130250220071	teen
o130250230011	for
o130250230012	six-
o130250230021	teen
o130250230031	to
o130250230032	Hananiah
o130250230041	sons
o130250230042	his
o130250230051	and
o130250230052	relatives
o130250230053	his
o130250230061	two.plus
o130250230071	ten
o130250240011	for
o130250240012	seven-
o130250240021	teen
o130250240031	to
o130250240032	Joshbekashah
o130250240041	sons
o130250240042	his
o130250240051	and
o130250240052	relatives
o130250240053	his
o130250240061	two.plus
o130250240071	ten
o130250250011	for
o130250250012	eight-
o130250250021	teen
o130250250031	to
o130250250032	Hanani
o130250250041	sons
o130250250042	his
o130250250051	and
o130250250052	relatives
o130250250053	his
o130250250061	two.plus
o130250250071	ten
o130250260011	for
o130250260012	nine-
o130250260021	teen
o130250260031	to
o130250260032	Mallothi
o130250260041	sons
o130250260042	his
o130250260051	and
o130250260052	relatives
o130250260053	his
o130250260061	two.plus
o130250260071	ten
o130250270011	for
o130250270012	twenty
o130250270021	to
o130250270022	Eliathah
o130250270031	sons
o130250270032	his
o130250270041	and
o130250270042	relatives
o130250270043	his
o130250270051	two.plus
o130250270061	ten
o130250280011	for
o130250280012	one
o130250280021	and
o130250280022	twenty
o130250280031	to
o130250280032	Hothir
o130250280041	sons
o130250280042	his
o130250280051	and
o130250280052	relatives
o130250280053	his
o130250280061	two.plus
o130250280071	ten
o130250290011	for
o130250290012	two
o130250290021	and
o130250290022	twenty
o130250290031	to
o130250290032	Giddalti
o130250290041	sons
o130250290042	his
o130250290051	and
o130250290052	relatives
o130250290053	his
o130250290061	two.plus
o130250290071	ten
o130250300011	for
o130250300012	three
o130250300021	and
o130250300022	twenty
o130250300031	to
o130250300032	Mahazioth
o130250300041	sons
o130250300042	his
o130250300051	and
o130250300052	relatives
o130250300053	his
o130250300061	two.plus
o130250300071	ten
o130250310011	for
o130250310012	four
o130250310021	and
o130250310022	twenty
o130250310031	to
o130250310032	Romamti-Ezer
o130250310041	Romamti-Ezer
o130250310051	sons
o130250310052	his
o130250310061	and
o130250310062	relatives
o130250310063	his
o130250310071	two.plus
o130250310081	ten
o130260010011	to
o130260010012	divisions
o130260010021	of
o130260010022	gatekeepers
o130260010031	of
o130260010031ה	the
o130260010032	Korahites
o130260010041	Meshelemiah
o130260010051	the.son
o130260010061	of.Kore
o130260010071	one.of
o130260010081	the.sons
o130260010091	of.Asaph
o130260020011	and.[belonged]
o130260020012	to
o130260020013	Meshelemiah
o130260020021	sons
o130260020031	[was].Zechariah
o130260020041	the
o130260020042	firstborn
o130260020051	[was].Jediael
o130260020061	the
o130260020062	second
o130260020071	[was].Zebadiah
o130260020081	the
o130260020082	third
o130260020091	[was].Jathniel
o130260020101	the
o130260020102	fourth
o130260030011	[was].Elam
o130260030021	the
o130260030022	fifth
o130260030031	[was].Jehohanan
o130260030041	the
o130260030042	sixth
o130260030051	[was].Eliehoenai
o130260030061	the
o130260030062	seventh
o130260040011	and
o130260040012	[belonged]
o130260040013	to
o130260040021	Obed-Edom
o130260040031	sons
o130260040041	[was].Shemaiah
o130260040051	the
o130260040052	firstborn
o130260040061	[was].Jehozabad
o130260040071	the
o130260040072	second
o130260040081	[was].Joah
o130260040091	the
o130260040092	third
o130260040101	and.[was]
o130260040102	Sakar
o130260040111	the
o130260040112	fourth
o130260040121	and.[was]
o130260040122	Nethanel
o130260040131	the
o130260040132	fifth
o130260050011	[was].Ammiel
o130260050021	the
o130260050022	sixth
o130260050031	[was].Issachar
o130260050041	the
o130260050042	seventh
o130260050051	[was].Peullethai
o130260050061	the
o130260050062	eighth
o130260050071	(dm)
o130260050081	he
o130260050082	had.blessed.him
o130260050091	God
o130260060011	and
o130260060012	to
o130260060013	Shemaiah
o130260060021	son
o130260060022	his
o130260060031	it.was.born
o130260060041	sons
o130260060051	the
o130260060052	rulers
o130260060061	of
o130260060062	the.house
o130260060071	their.father
o130260060072	of
o130260060081	(dm)
o130260060091	[were].mighty.[men]
o130260060101	of.ability
o130260060111	they
o130260070011	the.sons
o130260070021	of.Shemaiah
o130260070031	[were].Othni
o130260070041	and
o130260070042	Rephael
o130260070051	and
o130260070052	Obed
o130260070061	Elzabad
o130260070071	relatives
o130260070072	his
o130260070081	[were].sons
o130260070091	of.ability
o130260070101	Elihu
o130260070111	and
o130260070112	Semakiah
o130260080011	all
o130260080021	these
o130260080031	[were].of
o130260080032	the.descendants
o130260080041	of
o130260080051	Obed-Edom
o130260080061	they
o130260080071	and
o130260080072	sons
o130260080073	their
o130260080081	and
o130260080082	relatives
o130260080083	their
o130260080091	[were].man
o130260080101	of.ability
o130260080111	with
o130260080111ה	(the)
o130260080112	strength
o130260080121	for
o130260080122	service
o130260080131	sixty
o130260080141	and
o130260080142	two
o130260080151	[belonged]
o130260080152	to
o130260080161	Obed-Edom
o130260090011	and.[belonged]
o130260090012	to
o130260090013	Meshelemiah
o130260090021	sons
o130260090031	and
o130260090032	relatives
o130260090041	sons
o130260090051	of.ability
o130260090061	eight-
o130260090071	teen
o130260100011	and.[belonged]
o130260100012	to
o130260100013	Hosah
o130260100021	one.of
o130260100031	the.descendants
o130260100041	of.Merari
o130260100051	sons
o130260100061	[was].Shimri
o130260100071	the
o130260100072	chief
o130260100081	(dm)
o130260100091	not
o130260100101	he.was
o130260100111	firstborn
o130260100121	and
o130260100122	he
o130260100123	had.appointed.him
o130260100131	father
o130260100132	his
o130260100141	to
o130260100142	chief
o130260110011	[was].Hilkiah
o130260110021	the
o130260110022	second
o130260110031	[was].Tebaliah
o130260110041	the
o130260110042	third
o130260110051	[was].Zechariah
o130260110061	the
o130260110062	fourth
o130260110071	all
o130260110081	[the].sons
o130260110091	and
o130260110092	relatives
o130260110101	of
o130260110102	Hosah
o130260110111	[were].thir-
o130260110121	teen
o130260120011	[belonged].to
o130260120012	these
o130260120021	the.divisions
o130260120031	of
o130260120032	the.gatekeepers
o130260120041	to
o130260120042	the.chiefs
o130260120051	of
o130260120052	the.men
o130260120061	duties
o130260120071	corresponding
o130260120072	to
o130260120081	relatives
o130260120082	their
o130260120091	to
o130260120092	serve
o130260120101	in
o130260120102	the.house
o130260120111	of.Yahweh
o130260130011	and
o130260130012	they.cast
o130260130021	lots
o130260130031	as
o130260130031ה	the
o130260130032	small
o130260130041	as
o130260130041ה	the
o130260130042	great
o130260130051	to
o130260130052	the.house
o130260130061	their.ancestors
o130260130062	of
o130260130071	for
o130260130072	a.gate
o130260130081	and
o130260130082	a.gate
o130260140011	and
o130260140012	it.fell
o130260140021	the
o130260140022	lot
o130260140031	eastward
o130260140032	
o130260140041	to
o130260140042	Shelemiah
o130260140051	and
o130260140052	Zechariah
o130260140061	son
o130260140062	his
o130260140071	[was].a.counselor
o130260140081	with
o130260140082	insight
o130260140091	they.cast
o130260140101	lots
o130260140111	and
o130260140112	it.came.out
o130260140121	lot
o130260140122	his
o130260140131	northward
o130260140132	
o130260150011	to
o130260150012	Obed-Edom
o130260150021	Obed-Edom
o130260150031	south
o130260150032	to.[the]
o130260150041	and
o130260150042	to
o130260150043	sons
o130260150044	his
o130260150051	the.house
o130260150061	of
o130260150062	the.store(s)
o130260160011	to
o130260160012	Shuppim
o130260160021	and
o130260160022	to
o130260160023	Hosah
o130260160031	to
o130260160031ה	the
o130260160032	west
o130260160041	beside
o130260160051	the.gate
o130260160061	of.Shalleketh
o130260160071	on
o130260160071ה	the
o130260160072	highway
o130260160081	[which].goes
o130260160082	up
o130260160091	guard
o130260160101	alongside
o130260160102	
o130260160111	guard
o130260170011	to
o130260170011ה	the
o130260170012	east
o130260170021	the
o130260170022	Levites
o130260170031	six
o130260170041	to
o130260170041ה	the
o130260170042	north
o130260170043	
o130260170051	to
o130260170051ה	the
o130260170052	day
o130260170061	four
o130260170071	to
o130260170071ה	the
o130260170072	south
o130260170073	
o130260170081	to
o130260170081ה	the
o130260170082	day
o130260170091	four
o130260170101	and
o130260170102	for
o130260170102ה	the
o130260170103	storehouses
o130260170111	two
o130260170121	two
o130260180011	for
o130260180011ה	the
o130260180012	Parbar
o130260180021	to
o130260180021ה	the
o130260180022	west
o130260180031	four
o130260180041	for
o130260180041ה	the
o130260180042	highway
o130260180051	two
o130260180061	for
o130260180061ה	the
o130260180062	Parbar
o130260190011	these
o130260190021	[were].the.divisions
o130260190031	of
o130260190032	the.gatekeepers
o130260190041	of
o130260190042	the.descendants
o130260190051	of
o130260190052	the.Korahite[s]
o130260190061	and
o130260190062	of
o130260190063	the.descendants
o130260190071	of.Merari
o130260200011	and
o130260200012	the
o130260200013	Levites
o130260200021	Ahijah
o130260200031	[was].over
o130260200041	the.storehouses
o130260200051	of.the.house
o130260200061	of.(the)
o130260200062	God
o130260200071	and
o130260200072	to
o130260200073	the.storehouses
o130260200081	of
o130260200082	the.holy.things
o130260210011	the.sons
o130260210021	of.Ladan
o130260210031	the.descendants
o130260210041	of
o130260210042	the.Gershonite[s]
o130260210051	of
o130260210052	Ladan
o130260210061	the.heads
o130260210071	of
o130260210072	the.fathers
o130260210081	of
o130260210082	Ladan
o130260210091	the
o130260210092	Gershonite
o130260210101	[were].Jehieli
o130260220011	the.sons
o130260220021	of.Jehieli
o130260220031	Zetham
o130260220041	and
o130260220042	Joel
o130260220051	brother
o130260220052	his
o130260220061	[were].over
o130260220071	the.storehouses
o130260220081	of.the.house
o130260220091	of.Yahweh
o130260230011	to
o130260230011ה	the
o130260230012	Amramite[s]
o130260230021	to
o130260230021ה	the
o130260230022	Izharite[s]
o130260230031	to
o130260230031ה	the
o130260230032	Hebronite[s]
o130260230041	to
o130260230041ה	the
o130260230042	Uzzielite[s]
o130260240011	and
o130260240012	Shebuel
o130260240021	the.son
o130260240031	of.Gershom
o130260240041	the.son
o130260240051	of.Moses
o130260240061	[was.the].chief
o130260240071	over
o130260240081	the
o130260240082	storehouses
o130260250011	and
o130260250012	relatives
o130260250013	his
o130260250021	[belonged].to
o130260250022	Eliezer
o130260250031	Rehabiah
o130260250041	son
o130260250042	his
o130260250051	and
o130260250052	Jeshaiah
o130260250061	son
o130260250062	his
o130260250071	and
o130260250072	Joram
o130260250081	son
o130260250082	his
o130260250091	and
o130260250092	Zikri
o130260250101	son
o130260250102	his
o130260250121	and
o130260250122	Shelomith
o130260250131	son
o130260250132	his
o130260260011	that
o130260260021	Shelomoth
o130260260031	and
o130260260032	relatives
o130260260033	his
o130260260041	[were].over
o130260260051	all
o130260260061	the.storehouses
o130260260071	of
o130260260072	the.holy.things
o130260260081	which
o130260260091	he.had.consecrated
o130260260101	David
o130260260111	the
o130260260112	king
o130260260121	and
o130260260122	the.heads
o130260260131	of
o130260260132	the.fathers
o130260260141	to
o130260260142	the.commanders
o130260260151	of
o130260260152	the.thousands
o130260260161	and
o130260260162	the
o130260260163	hundreds
o130260260171	and
o130260260172	the.commanders
o130260260181	of
o130260260182	the.army
o130260270011	some.of
o130260270021	the
o130260270022	wars
o130260270031	and
o130260270032	some.of
o130260270041	the
o130260270042	plunder
o130260270051	they.consecrated
o130260270061	to
o130260270062	repair
o130260270071	(to).the
o130260270072	house
o130260270081	of.Yahweh
o130260280011	and
o130260280012	all
o130260280021	that
o130260280022	he.had.consecrated
o130260280031	Samuel
o130260280041	the
o130260280042	seer
o130260280051	and
o130260280052	Saul
o130260280061	the.son
o130260280071	of.Kish
o130260280081	and
o130260280082	Abner
o130260280091	the.son
o130260280101	of.Ner
o130260280111	and
o130260280112	Joab
o130260280121	the.son
o130260280131	of.Zeruiah
o130260280141	every
o130260280151	(the).[one
o130260280152	who].consecrated
o130260280161	[was].on
o130260280171	the.hand
o130260280181	of.Shelomith
o130260280191	and
o130260280192	relatives
o130260280193	his
o130260290011	to
o130260290011ה	the
o130260290012	Izharite[s]
o130260290021	Kenaniah
o130260290031	and
o130260290032	sons
o130260290033	his
o130260290041	[were].for
o130260290041ה	the
o130260290042	work
o130260290051	(the)
o130260290052	outside
o130260290061	over
o130260290071	Israel
o130260290081	to
o130260290082	officials
o130260290091	and
o130260290092	to
o130260290093	judges
o130260300011	to
o130260300011ה	the
o130260300012	Hebronite[s]
o130260300021	Hashabiah
o130260300031	and
o130260300032	relatives
o130260300033	his
o130260300041	sons
o130260300051	of.ability
o130260300061	one.thousand
o130260300071	and
o130260300072	seven
o130260300081	hundred(s)
o130260300091	[were].over
o130260300101	the.oversight
o130260300111	of.Israel
o130260300121	from.[the]
o130260300122	other.side
o130260300131	of
o130260300131ה	the
o130260300132	Jordan
o130260300141	westward
o130260300142	
o130260300151	to
o130260300152	all
o130260300161	the.work
o130260300171	of.Yahweh
o130260300181	and
o130260300182	to
o130260300183	the.service
o130260300191	of
o130260300192	the.king
o130260310011	to
o130260310011ה	the
o130260310012	Hebronite[s]
o130260310021	Jeriah
o130260310031	[was].the
o130260310032	chief
o130260310041	of
o130260310041ה	the
o130260310042	Hebronite[s]
o130260310051	to
o130260310052	generations
o130260310053	his
o130260310061	of
o130260310062	fathers
o130260310071	in
o130260310072	the.year
o130260310081	of
o130260310082	the.forty
o130260310091	of
o130260310092	the.reign
o130260310101	of.David
o130260310111	they.were.investigated
o130260310121	and
o130260310122	it.was.found
o130260310131	among
o130260310132	them
o130260310141	mighty.[men]
o130260310151	of.ability
o130260310161	at
o130260310162	Jazer
o130260310171	of.Gilead
o130260320011	and
o130260320012	relatives
o130260320013	his
o130260320021	[were].sons
